регион,дата,девелопер,проект,м2,шт,локация SMLT,координаты,индекс,индекс_проект,АТД,кол-во месяцев для темпа
Москва,01.03.2023,Ingrad,КутузовГрад 2,"781,5",9,0,,,КутузовГрад 2,0,11
МО,01.03.2023,Ingrad,Миловидное,"324,4",9,0,,,Миловидное,0,11
МО,01.03.2023,Ingrad,Новое Медведково,"2959,8",55,МЫТИЩИ ПАРК / ДОЛИНА ЯУЗЫ,"[55.925294, 37.726672]",7,7_Новое Медведково,Мытищи городской округ,11
МО,01.03.2023,Ingrad,Новое Пушкино,"2308,6",50,0,,,Новое Пушкино,0,11
МО,01.03.2023,Ingrad,Одинград Семейный квартал,"576,8",8,РУБЛЁВСКИЙ КВАРТАЛ,"[55.678005, 37.236267]",4,4_Одинград Семейный квартал,Одинцово городской округ,11
Москва,01.03.2023,Ingrad,Ривер Скай,"247,3",4,0,,,Ривер Скай,0,11
Москва,01.03.2023,Ingrad,Топ Хиллс,"518,5",7,0,,,Топ Хиллс,0,11
Москва,01.03.2023,Ingrad,Форивер,"2923,8",28,0,,,Форивер,0,11
Москва,01.03.2023,Insigma,Тессинский 1,"123,3",1,0,,,Тессинский 1,0,11
МО,01.03.2023,Kaskad Family,Парк Апрель,"515,3",12,0,,,Парк Апрель,0,11
Москва,01.03.2023,Level Group,Левел Академическая,"152,8",3,0,,,Левел Академическая,0,10
Москва,01.03.2023,Level Group,Левел Бауманская,"910,8",17,0,,,Левел Бауманская,0,8
Москва,01.03.2023,Level Group,Левел Мичуринский,"2259,2",37,ВЕРЕЙСКАЯ 41,"[55.687563, 37.469647]",5,5_Левел Мичуринский,ЗАО,11
Москва,01.03.2023,Level Group,Левел Нагатинская,"718,9",18,НОВОДАНИЛОВСКАЯ 8,"[55.682613, 37.637947]",4,4_Левел Нагатинская,ЮАО,11
Москва,01.03.2023,Level Group,Левел Причальный,"1753,8",32,0,,,Левел Причальный,0,11
Москва,01.03.2023,Level Group,Левел Селигерская,"702,8",25,0,,,Левел Селигерская,0,11
Москва,01.03.2023,Level Group,Левел Стрешнево,"278,7",5,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.825512, 37.412730]",1,1_Левел Стрешнево,СЗАО,11
Москва,01.03.2023,Level Group,Левел Южнопортовая,"3427,8",73,0,,,Левел Южнопортовая,0,11
МО,01.03.2023,M1 Development,М1 Сколково,"98,4",3,0,,,М1 Сколково,0,11
МО,01.03.2023,Magnum Development,Либерти,"1344,6",29,ЛЮБЕРЦЫ / НОВОГРАД ПАВЛИНО,"[55.674486, 37.868286]",1,1_Либерти,Люберцы городской округ,11
Москва,01.03.2023,MR Group,Метрополия,4007,84,0,,,Метрополия,0,11
Москва,01.03.2023,MR Group,Мод,"1577,5",25,ОКТЯБРЬСКАЯ 98,"[55.798185, 37.624556]",5,5_Мод,СВАО,11
Москва,01.03.2023,MR Group,Павелецкая Сити,"1999,7",29,СТРЕМЯННЫЙ 2,"[55.719134, 37.636125]",5,5_Павелецкая Сити,ЮАО,11
Москва,01.03.2023,MR Group,Селигер Сити,"420,6",8,0,,,Селигер Сити,0,11
Москва,01.03.2023,MR Group,Симфони 34,"3586,8",62,0,,,Симфони 34,0,11
Москва,01.03.2023,MR Group,Сити Бэй,"1862,8",31,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.829709, 37.402839]",5,5_Сити Бэй,СЗАО,11
Москва,01.03.2023,MR Group,Слава,"222,2",4,0,,,Слава,0,11
Москва,01.03.2023,MR Group,Фили Сити,750,12,0,,,Фили Сити,0,11
Москва,01.03.2023,MR Group,Хайд,"1286,5",18,0,,,Хайд,0,11
МО,01.03.2023,MR Group,Эко Видное 2.0,"54,9",1,ПРИБРЕЖНЫЙ ПАРК / НОВОЕ ВИДНОЕ,"[55.530623, 37.724499]",3,3_Эко Видное 2.0,Ленинский городской округ,11
Москва,01.03.2023,October Group,Сторис,"1056,3",26,ВЕРЕЙСКАЯ 41,"[55.697789, 37.471123]",2,2_Сторис,ЗАО,10
Москва,01.03.2023,Optima Development,Прайм Парк,"684,4",8,0,,,Прайм Парк,0,11
Москва,01.03.2023,Patek,Академика Королева 13,"337,4",8,0,,,Академика Королева 13,0,10
Москва,01.03.2023,Prime Life Development,Первый Нагатинский,"971,8",22,НОВОДАНИЛОВСКАЯ 8,"[55.682238, 37.626213]",1,1_Первый Нагатинский,ЮАО,11
МО,01.03.2023,RDI,Ново-Молоково,602,14,0,,,Ново-Молоково,0,11
МО,01.03.2023,Rose Group/ПроГород ВЭБ,Микрогород в лесу,"50,8",1,БОЛЬШОЕ ПУТИЛКОВО / ПЯТНИЦКОЕ 58,"[55.870159, 37.327588]",2,2_Микрогород в лесу,Красногорск городской округ,11
МО,01.03.2023,RTD GROUP,Новые Островцы Южный,"462,4",9,0,,,Новые Островцы Южный,0,11
МО,01.03.2023,SDI Group,Пироговская Ривьера,"496,2",14,0,,,Пироговская Ривьера,0,11
Москва,01.03.2023,Sense,Логос,"310,8",5,0,,,Логос,0,11
МО,01.03.2023,Seven Suns Development,Светлый мир БиоПолиc,"636,3",11,0,,,Светлый мир БиоПолиc,0,11
Москва,01.03.2023,Seven Suns Development,Станция Л,"9423,9",180,КВАРТАЛ ДОМАШНИЙ / КВАРТАЛ НА ВОДЕ,"[55.663448, 37.735731]",2,2_Станция Л,ЮВАО,11
Москва,01.03.2023,Sezar Group,Династия,"167,9",3,0,,,Династия,0,11
НМ,01.03.2023,Sezar Group,Рассказово,"1182,5",25,0,,,Рассказово,0,11
Москва,01.03.2023,Sezar Group,Фулл Хаус,"338,5",5,0,,,Фулл Хаус,0,11
Москва,01.03.2023,Sminex,Достижение,"715,3",11,0,,,Достижение,0,11
Москва,01.03.2023,Sminex,Лаврушинский,"208,3",1,0,,,Лаврушинский,0,11
Москва,01.03.2023,Sminex (достройка проектов Интеко),Вест Гарден,"973,6",11,0,,,Вест Гарден,0,11
Москва,01.03.2023,Sminex (достройка проектов Интеко),Врубеля 4,"106,6",1,0,,,Врубеля 4,0,11
Москва,01.03.2023,Sminex (достройка проектов Интеко),Лайф Тайм,"286,9",3,0,,,Лайф Тайм,0,11
Москва,01.03.2023,StMichael,Зорге 9,"223,7",7,ВЕРЕСК / МЯТА,"[55.783078, 37.508733]",6,6_Зорге 9,САО,11
Москва,01.03.2023,Strana RU,Вау,"810,4",15,0,,,Вау,0,11
Москва,01.03.2023,Sun Development,Монодом Фэмили,"69,8",1,0,,,Монодом Фэмили,0,11
Москва,01.03.2023,Tekta,Нау,"506,6",9,0,,,Нау,0,11
Москва,01.03.2023,Tekta,Эвер,"3303,7",46,0,,,Эвер,0,11
Москва,01.03.2023,Tekta,Энитео,"971,2",14,0,,,Энитео,0,11
Москва,01.03.2023,Tekta,Эра,"46,1",1,СТРЕМЯННЫЙ 2,"[55.720149, 37.645779]",2,2_Эра,ЮАО,6
Москва,01.03.2023,UDevelopment,Шампайн,"334,7",5,0,,,Шампайн,0,11
Москва,01.03.2023,Upside Development (СМУ-6),Апсайд Тауэрс,"23,4",1,ОКТЯБРЬСКАЯ 98,"[55.811817, 37.606802]",2,2_Апсайд Тауэрс,СВАО,9
Москва,01.03.2023,Upside Development (СМУ-6),Клементин,"112,7",5,0,,,Клементин,0,11
Москва,01.03.2023,Upside Development (СМУ-6),Любовь и голуби,"134,3",3,0,,,Любовь и голуби,0,11
МО,01.03.2023,Urban Group,Видный город,48,1,0,,,Видный город,0,11
МО,01.03.2023,Urban Group,Лайково,"2760,8",51,0,,,Лайково,0,11
МО,01.03.2023,Urban Group,Лесобережный,"160,5",2,0,,,Лесобережный,0,11
Москва,01.03.2023,Vesper,Веспер Тверская,"609,2",1,0,,,Веспер Тверская,0,11
Москва,01.03.2023,Vesper,Лаки 1905,"593,5",5,0,,,Лаки 1905,0,11
Москва,01.03.2023,Wainbridge,Акватория,"131,4",2,0,,,Акватория,0,11
Москва,01.03.2023,Ziggurat Development,Руновский 14,"27,4",1,0,,,Руновский 14,0,4
Москва,01.04.2023,3S Development,Талисман на Рокоссовского,"1101,8",25,0,,,Талисман на Рокоссовского,0,11
НМ,01.04.2023,А101,Бунинские кварталы,"1245,6",24,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.541047, 37.475591]",4,4_Бунинские кварталы,НАО,11
НМ,01.04.2023,А101,Дзен-Кварталы,1454,30,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.551298, 37.476618]",5,5_Дзен-Кварталы,НАО,11
НМ,01.04.2023,А101,Испанские кварталы-2,"197,5",6,0,,,Испанские кварталы-2,0,11
НМ,01.04.2023,А101,Коммунарка МФЦ (офисы),"16,2",1,0,,,Коммунарка МФЦ (офисы),0,0
НМ,01.04.2023,А101,Прокшино,"5036,5",96,0,,,Прокшино,0,11
НМ,01.04.2023,А101,Скандинавия Центр,"2118,9",46,0,,,Скандинавия Центр,0,11
НМ,01.04.2023,А101,Скандинавия Юг,"995,8",23,0,,,Скандинавия Юг,0,11
Москва,01.04.2023,А101,Южные сады,"2351,1",45,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.548671, 37.517377]",2,2_Южные сады,ЮЗАО,11
Москва,01.04.2023,Абсолют,Коллекция Лужники,"1401,7",14,0,,,Коллекция Лужники,0,11
НМ,01.04.2023,Абсолют,Первый Московский,"3837,8",63,0,,,Первый Московский,0,11
НМ,01.04.2023,Абсолют,Переделкино Ближнее,"5302,7",82,0,,,Переделкино Ближнее,0,11
МО,01.04.2023,Абсолют,Резиденции Сколково,"1022,5",14,ЗАРЕЧЬЕ ПАРК,"[55.683224, 37.394101]",3,3_Резиденции Сколково,Одинцово городской округ,11
МО,01.04.2023,Аверус,Новоград Монино,"1049,6",24,0,,,Новоград Монино,0,11
МО,01.04.2023,Агрострой,Молодежный (Солнечногорск),"51,1",1,0,,,Молодежный (Солнечногорск),0,0
Москва,01.04.2023,Аквилон,Аквилон Бисайд,"1966,6",59,0,,,Аквилон Бисайд,0,11
Москва,01.04.2023,Аквилон,Аквилон Митино,"3513,9",83,0,,,Аквилон Митино,0,11
НМ,01.04.2023,Аквилон,Аквилон Парк,"55,1",1,0,,,Аквилон Парк,0,11
Москва,01.04.2023,Алвек,Октябрь (Москва),"146,1",3,0,,,Октябрь (Москва),0,11
МО,01.04.2023,АМ Девелопмент,Две Столицы,"372,3",11,0,,,Две Столицы,0,11
МО,01.04.2023,Ареал,Карамельный,"530,8",8,0,,,Карамельный,0,11
МО,01.04.2023,Ареал,Твин Хаус (Люберцы),"234,6",3,0,,,Твин Хаус (Люберцы),0,11
МО,01.04.2023,Арткласс Девелопмент,Смайл,"286,8",11,0,,,Смайл,0,11
МО,01.04.2023,Атлант,Лобня Сити,"153,1",5,0,,,Лобня Сити,0,11
Москва,01.04.2023,Белстрой,Большая Семерка,"279,1",4,0,,,Большая Семерка,0,11
МО,01.04.2023,Березовец,Атлантис,"945,5",16,0,,,Атлантис,0,11
МО,01.04.2023,Березовец,Лесной квартал,"129,3",2,0,,,Лесной квартал,0,11
МО,01.04.2023,Брусника,Первый квартал,"127,1",3,0,,,Первый квартал,0,11
Москва,01.04.2023,Бэсткон,Время,"257,4",4,0,,,Время,0,11
МО,01.04.2023,Веста Групп,Южная 7 (Павловский Посад),"135,3",3,0,,,Южная 7 (Павловский Посад),0,11
МО,01.04.2023,Волжский ДСК,Квартал С-3 (Дубна),394,7,0,,,Квартал С-3 (Дубна),0,11
МО,01.04.2023,Гефест,Новый Катуар,"41,1",1,0,,,Новый Катуар,0,11
МО,01.04.2023,ГК ПЖИ,Бородино,"568,9",13,0,,,Бородино,0,11
Москва,01.04.2023,ГК Регионы,Дрим Тауэрс,"1056,6",15,0,,,Дрим Тауэрс,0,11
Москва,01.04.2023,ГК Регионы,Преображенская площадь,1002,13,0,,,Преображенская площадь,0,11
Москва,01.04.2023,Главстрой,Береговой,"163,3",2,0,,,Береговой,0,11
МО,01.04.2023,Главстрой,Квартал героев,"4831,4",96,КВАРТАЛ АВИАТОРОВ,"[55.737390, 38.001656]",5,5_Квартал героев,Балашиха городской округ,11
МО,01.04.2023,Главстрой,Столичный,"2636,1",63,КВАРТАЛ АВИАТОРОВ,"[55.740059, 38.030002]",4,4_Столичный,Балашиха городской округ,11
Москва,01.04.2023,Град,Город Дэйли,"170,4",5,0,,,Город Дэйли,0,11
МО,01.04.2023,Гранд МО,Соболевка Парк,"264,8",5,0,,,Соболевка Парк,0,11
МО,01.04.2023,Гранель,Аникеевский,"1172,4",31,ПЯТНИЦКИЕ ЛУГА / КВАРТАЛ САБУРОВО,"[55.818152, 37.200354]",3,3_Аникеевский,Красногорск городской округ,11
МО,01.04.2023,Гранель,Бригантина,"3988,2",90,МОЛЖАНИНОВО / КВАРТАЛ ИВАКИНО,"[55.948073, 37.483349]",2,2_Бригантина,Долгопрудный городской округ,11
МО,01.04.2023,Гранель,Живописный,"652,9",10,0,,,Живописный,0,11
МО,01.04.2023,Гранель,Ильинойс,"1083,8",31,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.808933, 37.318918]",4,4_Ильинойс,Красногорск городской округ,11
МО,01.04.2023,Гранель,Императорские Мытищи,431,13,0,,,Императорские Мытищи,0,11
МО,01.04.2023,Гранель,Инновация,"1706,7",37,0,,,Инновация,0,11
Москва,01.04.2023,Гранель,Май Приорити Басманный,"2092,5",34,0,,,Май Приорити Басманный,0,11
Москва,01.04.2023,Гранель,Май Приорити Дубровка,"1801,2",40,0,,,Май Приорити Дубровка,0,11
МО,01.04.2023,Гранель,Новая Рига,"2583,1",70,0,,,Новая Рига,0,11
МО,01.04.2023,Гранель,Пехра,"4787,6",116,КВАРТАЛ АВИАТОРОВ,"[55.834675, 37.955698]",6,6_Пехра,Балашиха городской округ,11
Москва,01.04.2023,Гранель,Профит,"2076,2",45,0,,,Профит,0,11
Москва,01.04.2023,Гранель,Тринити,"1178,5",34,0,,,Тринити,0,11
Москва,01.04.2023,Гранель,Тринити-2,"469,3",13,0,,,Тринити-2,0,11
Москва,01.04.2023,Гранель,Хайвэй,"1954,9",63,0,,,Хайвэй,0,11
МО,01.04.2023,Группа МГ,Диалект,"682,1",18,0,,,Диалект,0,11
Москва,01.04.2023,Группа ПСН,Полянка 44,"126,2",1,0,,,Полянка 44,0,11
Москва,01.04.2023,Д-Инвест,Легендарный квартал,"147,8",4,0,,,Легендарный квартал,0,11
МО,01.04.2023,Диострой Инвест,Лесная сказка (Ногинск),"52,6",1,0,,,Лесная сказка (Ногинск),0,11
Москва,01.04.2023,Донстрой,Огни,"257,4",5,0,,,Огни,0,11
